Title,Date,Rating,Author,Summary,OCN,Pros,Cons,Verdict
Samsung Galaxy Note 8,2018-01-18,9.3,Morten Skeldal Østergaard,Med Galaxy Note 8 visar Samsung att de fortfarande är bland de bästa på att göra enorma mobiltelefoner.,Telefon, Bra skärm, Dyr,
Acer Switch 5,2017-11-29,8.6,Mathias Alsted Lund Flinck,En utmärkt dator som kombinerar muskelmassan från en bärbar dator med lättheten hos en pekdator. Acer Switch 5 är en läcker maskin med fler styrkor än svagheter. Perfekt som en kraftfull maskin att ha med överallt.,Dator, Kompakt," Klen skärm, knapert batteri",
Asus ROG Pugio,2017-12-15,9.0,Peter Skovbjerg Jensen,En snabb mus för både höger- och vänsterhänta,Mus, Både för höger- och vänsterhänta, Ganska liten,
Ashampoo UnInstaller 7,2017-12-12,8.2,Mathias Alsted Lund Flinck,"Med Ashampoo UnInstaller 7 går det att avinstallera flera program samtidigt, men användarvänligheten är inte i topp. Det krävs att man sitter vid datorn hela tiden.",Program appar spel, Enkel sortering, Krångliga avinstallationer,
Lenovo Ideapad 320,2017-12-15,7.1,Mathias Alsted Lund Flinck,"Lenovos Ideapad 320 är en kraftfull maskin som klarar både kontorsprogrammen och mer krävande uppgifter som spel och videoredigering, men batteritiden är för dålig.",Dator, Fina prestanda, Högt chassi,
Acer Spin 5 (SP513-52N),2017-12-14,9.1,SLO,"Acer har uppgraderat sin 2 i 1-dator Spin 5, som imponerar med en ny Core i5-processor och elegant formgivning.",Dator, Snabb processor, Många onödiga program,
Philips 349X7FJEW,2017-12-14,8.8,Mathias Alsted Lund Flinck,Philips 349X7FJEW ersätter två 21-tumsskärmar. Den är bred som en ladugårdsdörr och har en fantastisk bild som är stor nog för att rymma tre programfönster bredvid varandra.,Skärm, Knivskarp bild, Dålig till film,
Atari Flashback 8 Gold HD,2017-12-15,8.1,Markus Dahlberg,Retrokonsol med 120 inbyggda spel. Kul nostalgitripp för alla som var med på 80-talet.,Spelkonsol, Många spel, Roligare på papperet,
Lenovo Star Wars: Jedi Challenges,2017-12-15,7.5,Markus Dahlberg,Komplett spelpaket för AR-spelet Star Wars: Jedi Challenges,AR-headset, Välgjort och kul, Många delar som ska laddas,
Plantronic BackBeat 500,2017-06-04,9.2,Emil Maischnack Jensen,Fantastiska hörlurar,Hörlurar och headset, Lätta att styra, Känsliga för vind,
Huawei P10 Lite,2017-06-02,9.6,Torben R. Simonsen,"Mobiltelefon på 5,2 tum med en kamera på 12 megapixel som tar skarpa bilder även under dåliga ljusförhållanden.",Telefon, Dubbla simkort, Mycket lagringsutrymme upptaget,
Cooler Master MasterMouse S,2017-04-18,7.7,Emil Maischnack Jensen,Bra och billig mus för datorspelare,Mus, Snabb, Inga ergonomiska egenskaper,
Dell XPS 13 9365,2017-04-21,9.3,Christian Slot,Dells XPS 13 är en kompakt och snygg 2 i 1-dator med höga prestanda.,Dator, Snabb och kompakt, Irriterande autoljusstyrka,
Fotobok – Pixum,2017-05-30,8.9,Christian Slot,Pixum gör fotoböcker med mycket hög bildkvalitet samtidigt som de är enkla att göra.,Diverse, Hög bildkvalitet, Programmet tar tid att bemästra,
Nintendo Switch,2017-04-20,8.9,Mikkel Jacobsen,En perfekt konfirmationspresent,Diverse, Två spelkonsoler i en, Kort batteritid, Två spelkonsoler i en
Ashampoo Backup Pro 11,2017-04-18,9.5,Mikkel Jacobsen,Enkelt och effektivt backupprogram.,Program appar spel, Lätt att ställa in,,
Sandberg USB-C Dock HDMI+SD+USB+USB-C,2017-04-19,8.8,Mathias Alsted Lund Flinck,"Dockningsstation för bärbara datorer med endast en usb c-port som ger följande anslutningar: 3x usb 3.0, 1x hdmi, 1x usb c, 1x kortläsare. Enkel att installera och smidig att använda.",Diverse, Lätt att använda, Laddningen fungerar inte,
Samsung SUHDTV KS8005,2017-03-09,9.5,Christian Slot,Söker du en stor tv med ypperlig bildkvalitet är KS8005 ett bra val,TV, Hög bildkvalitet med HDR och Quantum Dot, Auto Motion Plus hackar,
Lenovo Yoga 910,2017-03-14,9.3,Mikkel Jacobsen,Dyr bärbar av hög kvalitet.,Dator, Bra skärm, Synliga tryckpunkter,
Acer Spin 7,2017-02-14,8.4,Mikkel Jacobsen,En vettig bärbar pc utan stora överraskningar.,Dator, Bra pekdator, Dålig batteritid,
TomTom Adventurer,2017-02-17,8.8,Anders Daugaard,Lätt och kompakt aktivitetsklocka med pulsmätare.,Diverse, Stor skärm, Mörk skärm,
Freecom mSSD MAXX,2017-02-06,9.2,Morten Skeldal Östergaard,Ruskigt snabb externt lagringsenhet,Hårddisk, Extremt snabb, Blir mycket varm,
Kaspersky Internet Security 2017,2016-10-18,9.0,Mathias Alsted Flinck,"Säkerhetspaket som skyddar datorn mot de flesta hot. Finns i flera licenser, från en enhet i ett år till tio enheter i två år.",Program appar spel, Bra skydd, Enskilda funktioner drar ner hastigheten,"
"
Incomedia WebSite X5 Evolution 13,2016-11-05,8.7,Anders Daugaard,Omfattande program för att göra egna webbsidor.,Program appar spel,,,"I det femte och sista steget ska webbplatsen laddas upp till den webbserver där den ska ligga för att kunna visas på internet. Kanske ingår det plats på en sådan server i ditt internetabonnemang, annars går det att hyra in sig på ett webbhotell. Alternativt kan hela webbplatsen exporteras till en mapp på hårddisken eller sparas som ett projekt i programmet."
TP-Link TL-PBG6700,2016-10-20,10.0,Mikkel Jacobsen,Reservbatteriet är smarta och nu vill TP-Link att de ska vara snygga också.,Portabelt batteri,,,"Vi kan rekommendera TP-Link 6700 eftersom den fungerar precis som förväntat. Den är effektiv, tar liten plats och ser cool ut."
Acer Swift 7,2016-11-25,8.1,Mathias Alsted Flinck,Världens tunnaste bärbara pc.,Dator, Tunn, Alldeles för få portar,
Logitech M220 Silent Mouse,2016-10-17,7.0,Markus Dahlberg,Tyst mus till den bärbara,Mus,,,I övrigt är detta en enkel mus gjord i plast som känns trist att hålla. Den fungerar förstås som den ska och precisionen är hög. Den fungerar på alla underlag vi utsätter den för och batteritiden är imponerande 18 månader. En annan fördel är att den passar i både vänster och höger hand. På undersidan sitter batterilocket som även döljer en hållare för den lilla usb-mottagare. Det är smart och packvänligt när musen ska med på resan.
Dell Latitude 11 5000,2016-10-18,7.6,Anders Daugaard,Flexibel bärbar dator med lång batteritid,Dator,,,Det är batteritiden som på allvar gör Latitude 11 5000 attraktiv. När tangentbordet och skärmen är hopkopplade kan man räkna med bortåt ett dygns driftstid. Det är riktigt bra.
Sandberg PowerBank 18200,2016-10-19,9.0,Mathias Alsted Lund Flinck,Sandberg Powerbank 18200 är ett resebatteri med hög kapacitet och tre utgångar com ger tillräckligt med ström för att ladda alla mobila enheter.,Portabelt batteri,,,"
– Kan inte ladda en bärbar pc"
Acer Alpha Switch 12,2016-10-19,7.7,Anders Daugaard,Kraftfull och tyst 2 i 1-dator,Dator,,,"Det följer med en pekpenna att peka på skärmen med. Å andra sidan är två usb portar, en usb c-port och en kortläsare för få anslutningar i en bärbar pc. "
D-Link EXO DIR-869,2016-10-20,8.3,Anders Daugaard,Kompakt trådlös router för moderna nätverk,Router,,,"På baksidan hittar vi fyra fasta nätverksuttag, en strömbrytare samt knappar för WPS och reset. Dock inga usb-portar, vilket är ett problem. Det går alltså inte att ansluta en extern hårddisk för att använda den i nätverket eller att ansluta en usb-skrivare som alla kan skriva ut på."
Philips Hue Motion Sensor,2016-10-20,10.0,Henning Dadkhah Rasmussen,Philips Hue Motion Sensor är en rörelsesensor för Philips smarta ljussystem Hue som tänder lamporna när man kommer in i rummet.,Diverse,,, 
Philips 258B6QUEB,2016-11-28,8.9,Anders Daugaard,"Bildskärm på 25 tum med skarp bild, hög upplösning och många anslutningar.",Skärm, Bra bild, Lite för dyr,
Roccat Sova MK,2016-10-20,9.0,Mikkel Jacobsen,För alla som heller jobbar i soffan än vid skrivbordet,Tangentbord,,,"Det är härligt att spela på tangentbordet, men det låter en hel del om tangenterna. Det är kanske inte världens största problem om man spela med hörlurar, men finns det andra i närheten eller som du behöver skriva i lugn och är detta fel verktyg – om du inte vill driva övriga familjen till vansinne."
SteelSeries Rival 500,2016-10-20,8.8,Mikkel Jacobsen,En superb spelmus som gör det man ber den om,Mus,,,"
Den optiska sensorn fungerar klanderfritt och musen gör alltid vad som förväntas av den, både i Windows och i krävande spel. Söker du en säker spelmus är detta ett bra alternativ men för mer renodlat kontorsbruk finns det billigare och enklare alternativ."
Philips 276E7QDAB/00,2016-10-20,8.5,Mikkel Jacobsen,Snygg och skarp bildskärm i hög kvalitet med kraftfulla färger.,Skärm,,,I huvudsak ger Philips skärm en bra och skarp bild samtidigt som svarstiden är kort. Bilden är behaglig att titta på under många timmar och skärmen fungerar lika bra till spel och film som till arbete.
BenQ Zowie XL2430T,2016-10-21,9.8,Christian Slot,"BenQ XL2430T ger en fantastisk spelupplevelse, något som uppskattas av alla spelproffs",Skärm,,,"Det följer med en liten rund  omkopplare kallad S Switch Arc med snabbknappar för de inställningar man vill ändra ofta under spelets gång. Det går till exempel att byta mellan bildprofiler för spel, film och surfning."
HTC Desire 530,2016-11-10,6.4,Morten Skeldal Østergaard,Desire 530 är en billig telefon som inte är helt lyckad.,Telefon,,,"För den som söker en billig telefon är inte Desire 530 ett givet val. Andra tillverkare, till exempel Samsung, har bättre alternativ i samma prisklass."
Samsung Gear 360,2016-11-10,8.0,Christian Slot,Samsung Gear 360 är perfekt för prylälskaren som vill leka med runt om-video och -bilder.,Kameror,,,"När videon är inspelad eller bilderna tagna bör de efterbehandlas i programmet Gear 360 ActionDirector i en dator. Programmet följer med på köpet. Det är enkelt att använda och i princip är det bara att spara filmen/bilderna i datorn, redigera dem och sedan lägga dem direkt på YouTube, varpå de konverteras till 360-gradersformat."
Roccat Skeltr,2016-11-04,5.5,Mikkel Jacobsen,"Roccat Skeltr är tänkt att koppla ihop mobilen med datorspelande, men de fungerar inte ordentligt.",Tangentbord,,,"
Roccat har gjort en speciell app för iOS och Android. Appen fungerar med flera av Rocctas produkter och det går till exempel att ställa in ljuset under tangenterna, starta spel och se temperaturen i datorn. Appen fungerar bra och det är smidigt att kunna hantera tangentbordet via den."
TP-Link TL-PBG3350 Vivid Series 3350mAh Ultra Compact Power Bank,2016-11-05,8.0,Henning Dadkhah Rasmussen,"Praktiskt, snyggt och litet backupbatteri.",Portabelt batteri,,,"Strömstyrkan är goda 1,5 ampere. Det är lite mer än vad en usb-port i datorn ger, men mindre än de två ampere som moderna telefonladdare klarar."
Jabra Vega,2016-11-06,9.2,Christian Slot,Jabra Vega låter bra och bullerdämpningen är effektiv,Hörlurar och headset,,,"Efter fyra dagars intensivt testade konstaterar vi att headsetet är förvånansvärt bekväma att ha på sig, trots att det väger en hel del. Efter lite längre tid på huvudet börjar det dock spänna en del, vilket inte är så skönt."
Norton Security Premium,2016-11-03,9.4,Anders Daugaard,Effektivt säkerhetsprogram för alla hemmets datorer och mobila enheter,Program appar spel,,,"Funktionen för att städa bland alla filer raderar tillfälliga Windows- och webbläsarfiler. Funktionerna motsvarar de som finns i Windows, även om de är enklare att nå här. Men något nytt tillför de i realiteten inte."
D-Link EXO AC1900 DIR-879,2016-11-11,7.0,Henning Dadkhah Rasmussen,D-Link DIR-879 är en moderna router med 80-talsutseende. Höga hastigheter i nätverken och allt styrs enkelt via en app eller webbläsare.,Router,,,"Den teoretiska hastigheten är ac1900, det vill säga 1300 megabit i sekunden i 5-gigahertznätverket plus 600 dito i 2,4-gigahertznätverket. Det är ok – om man betalar rätt pris för DIR-879. En titt på prisjämförelsesajterna visar stora prisskillnader: från 1200 till 1900 kronor."
BenQ Zowie ZA13,2016-11-04,8.8,Mikkel Jacobsen,Enkel och exakt mus för både höger- och vänsterhänta datorspelare.,Mus,,,ZA13 är ett bra köp för dig som gillar att spela men som tycker att gamingmöss ofta är för stora och våldsamma i både form och funktion. ZA13 är varken utpräglat ergonomisk eller försedd med en uppsjö av programmerbara knappar. I stället vinner den på enkelhet och precision. 
Samsung Galaxy TabPro S,2016-11-09,8.6,Anders Daugaard,Stor pekdator som kan ersätta en bärbar,Pekdator,,,"Det finns inget extrabatteri i tangentbordet, så räkna med att batteriet dräneras snabbare när tangentbordet används. Utan tangentbordet är batteritiden sju timmar."
BenQ Zowie XL2411,2016-11-10,9.3,Morten Skeldal Østergaard,"En bra, men lite för dyr, bildskärm.",Skärm,,,"Zowie XL2411 passar bra till spel eftersom bilden uppdateras extremt snabbt. Självklart fungerar den lika bra till vanligt datorarbete och exempelvis film. Upplösningen är full hd, vilket är den lägsta upplösningen som är acceptabel i dag. Med det i åtanke är dessvärre priset lite väl högt."
Samsung Gear Fit2,2016-11-23,8.0,Henning Dadkhah Rasmussen,"Samsung Gear Fit2 är en aktivitetsmätare som håller koll på alla aktiviteter, mäter sömn med mera.",Smartklockor, Många fina urtavlor, Automatisk registrering fungerar inte,
Speedlink Calado Silent Mouse,2016-11-28,7.0,Christian Slot,En mus som inte stör andra medan du arbetar.,Mus,,,"Den lilla knappen vid hjulet används för att ända upplösningen, alltså i praktiken att bestämma hur snabbt pekaren rör sig över skärmen. Det finns tre nivåer för hur snabbt det ska gå."
Sennheiser GSP 350,2016-11-27,9.7,Christian Slot,Sennheisers komfortabla surroundljuds-headset är perfekt för spel.,Hörlurar och headset, Hög ljudkvalitet,,
XYZprinting da Vinci Mini W,2016-11-29,9.1,Henning Dadkhah Rasmussen,Praktisk nybörjarmodell för den som vill testa 3d-utskrifter.,Skrivare, Rimligt pris, Långsam och högljudd,
HP Omen 15-ax009no,2016-11-29,9.3,Christian Slot,Kraftfull speldator för den som har råd att inte kompromissa,Dator, Höga prestanda,,"En detalj som överraskar med Omen är att det alltid håller sig förvånansvärt kall – även när vi försöker utnyttja all prestanda. Flera bärbara i samma härad blir snabbt obehagligt varma, men HP:s dator går att ha i knäet under långa spelsessioner utan minsta obehag."
Leatherman Tread,2016-11-28,5.7,Mathias Alsted Flinck,Leatherman Tread är att armband för den händige som alltid vill ha rätt verktyg med sig.,Diverse, Många verktyg, För stort till en början,
Sandberg Gel Mousepad with Wrist Rest,2016-11-27,8.7,Mathias,Gel Mousepad är en billig ergonomisk musmatta som ger gott stöd för handleden och som därmed avlastar axel och nacke.,Diverse, Billig, Hög,
ReimaGo,2016-11-26,8.4,Morten Skeldal Østergaard,En smart liten sensor för att mäta ett barns aktivitetsnivå under dagen..,Diverse, Bra app, Dyr,
Sony MDR-XB950BT,2016-11-29,8.3,Mathias Alsted Flinck,MDR-XB950BT är ett par utmärkta Bluetooth-hörlurar med en enkel fjärrkontroll. Klar och nyansrik ljudbild men med dålig bas.,Hörlurar och headset, Bra ljudbild, Dålig bas,
ZTE Axon 7,2016-11-30,9.1,Markus Dahlberg,Supertelefonen som vänder upp och ned på Androidmarknaden.,Telefon, Höga prestanda/pris,,
Huawei Mate 9 Pro,2016-11-30,9.5,Morten Skeldal Østergaard,Mate 9 Pro är den senaste topptelefon från kinesiska Huawei och den kan på allvar tävla med de bästa telefonerna från Apple och Samsung.,Telefon, Bra kamera,,
TP-Link TL-PB15600,2016-12-14,8.5,Christian Slot,Med TL-PB15600 får du med dig ström för hela helgen.,Portabelt batteri, Hög kapacitet, Stor och tung,
Zotac Magnus EN1060,2016-12-15,9.1,Christian Slot,Ytterst kompakt och kraftfull pc. Hårddisk och ramminne får man installera själv.,Dator, Extremt kompakt, Inte bästa processorn,
Samsung Galaxy Gear S3 Classic,2016-12-14,7.6,Morten Skeldal Østergaard,Samsung nya smartklocka ger Apple Watch en rejäl match. Men det är fortfarande svårt att hitta en bra ursäkt för att köpa en smartklocka.,Smartklockor, Bra skärm, Krångligt att se vad klockan är,
Sandberg Gel Mousepad Wrist +Arm Rest,2017-01-12,8.1,DAU,Stor musmatta med bra stöd för hand och underarm,Diverse, Bra stöd för handen, Tar stor plats,
Epson Expression Home XP-342,2016-12-15,7.9,Mathias Alsted Flinck,"En billig multifunktionsskrivare för hemmakontoret. Fina utskrifter, men lite slö emellanåt.",Skrivare, Billig, Långsam,
TomTom Go 5200,2016-12-21,9.4,Anders Daugaard,Intelligent gps med Wi-Fi.,Diverse, Uppdateringar via WiFi, Dyr,
Logitech Logi Circle,2016-12-15,9.4,Mikkel Jacobsen,"Övervakningskamera av hög kvalitet, som är lätt att använda.",Övervakningskamera, Elegant,,
HP OMEN X,2016-12-15,9.0,Mikkel Jacobsen,En stor och tung superspeldator som har mer prestanda än någon annan.,Dator, Ruskigt snabb, Enormt stor och tung,
Lenovo Yoga Book,2017-01-13,6.3,Mikkel Jacobsen,Förnuftig dator som förstörs av det irriterande tangentbordet,Dator, Vettig pekdator, Varierande batteritid,
Epson Ecotank 3600,2017-01-13,9.0,Christian Slot,Det går att skriva ut cirka 6000 sidor innan bläcket behöver fyllas på.,Skrivare, Bläcket räcker länge, Utskriftsmärken i vissa fall,
Verbatim Store ‘n’ Save USB 3.0 2TB,2017-01-18,9.0,Christian Slot,Snabb kopiering med det backupprogram som följer med,Hårddisk, Snabb via usb 3.0, Ingen kryptering,
Store ‘n’ Go USB 3.0 bärbar hårddisk 1TB,2017-01-12,8.3,Anders Daugaard,Bärbar hårddisk med gott om plats för bilder och backup.,Hårddisk, Gott om plats, Ingen kryptering,
Creative Live! IP SmartHD,2017-01-13,7.4,Mikkel Jacobsen,Live! är en riktigt utmärkt övervakningskamera som kräver en extra investering för att fungera optimalt.,Övervakningskamera, Hög bildkvalitet, Kräver minneskort eller abonnemang,
Amazon Prime Video,2017-02-01,7.3,Morten Skeldal Østergaard,Amazon Prime Video är ett billigare alternativ till HBO Nordic och Netflix.,Program appar spel," Bra, nya serier", Stödjer inte Chomecast,
XYZprinting 3D Scanner,2017-02-08,1.3,Morten Skeldal Østergaard,Hopplös 3d-skanner,Diverse, Rimligt pris, Dåligt program,
HP Elite Slice,2017-01-20,8.6,Mikkel Jacobsen,Diskret kontorsdator i läcker design.,Dator, Elegant, Dyr,
Lenovo Ideapad 710S Plus,2017-02-21,9.5,Anders Daugaard,Lätt bärbar dator med extremt snabb ssd,Dator, Snabb ssd,,
Chromecast Ultra,2017-02-01,9.1,Morten Skeldal Østergaard,"Googles enhet för att strömma film har blivit bättre, men även dyrare.",Mediespelare, Liten och lätt, Dubbelt så dyr som föregångaren,
Microsoft Surface Book,2017-03-15,9.1,Morten Skeldal Østergaard,Microsofts nya bärbara pc Surface Book snabb och välbyggd,Dator, Gediget magnesiumchassi, Dyr,
Synology DS916+,2017-02-06,9.5,Henning Dadkhah Rasmussen,"Synology DS916+ är en NAS med plats för fyra hårddiskar på 3,5 tum. Prestandan är hög och nätverkshårddisken är framtagen för att hantera många saker samtidigt.",Nätverkshårddisk (NAS), Oroligt höga prestanda, Krångligt att börja spara filer,
TP-Link AC1750 Wireless Auranet EAP245,2017-02-06,7.3,Henning Dadkhah Rasmussen,Accesspunkt från TP-Link som ansluts till routern med kabel.,Nätverkstillbehör,,,"Den som kan sina nätverk får med EAP245 en riktigt bra produkt som gör exakt det den ska utan strul. Nätverket blir snabbt, stabilt och bra."
HTC 10 evo,2017-04-07,8.8,Anders Daugaard,"HTC 10 evo har en skärm på 5,5 tum och ett chassi av metall som gör den slitstark. Den är dessutom vattentålig och klarar utan vidare en regnskur.",Telefon, Gedigen konstruktion, Prestandan kunde vara bättre,
HP Elite X3,2017-02-08,9.0,Morten Wendel,HP Elite X3 är en utmärkt Windows 10-telefon. Med några tillbehör fungerar den nästan som en riktig pc.,Telefon, Hög byggkvalitet, Mycket för pengarna,
Samsung Galaxy A5 (2017),2017-02-21,9.1,Mikkel Jacobsen,Samsung har en vinnare,Telefon, Bra skärm,,
Asus ROG GR8 II,2017-02-17,9.0,Mikkel Jacobsen,Häftig dator i samma storlek som en spelkonsol.,Dator, Liten och … annorlunda, Underligt grafikkort,
Dyson Eye 360,2017-02-06,7.9,Markus Dahlberg,Dysons första robotdammsugare tar sig fram överallt tack vare larvfötterna.,Diverse, Bra larvfötter, Högljudd, Bra larvfötter
Acer H277HU,2017-02-17,8.4,Mathias Alsted Lund Flinck,Acers H277HU är en elegant skärm med en exklusiv och nästan kantlös design och en särdeles hög bildkvalitet med fin kontrast och livfulla färger.,Skärm, Skarp bild, Få fysiska inställningar,
Foscam R4,2017-02-17,8.7,Mathias Alsted Lund Flinck,"Övervaka hemma med nätverkskameran Foscam R4, som kan fjärrstyras från mobilen, pekdatorn eller pc:n.",Övervakningskamera, Enkel app, Krånglig installation,
Acer Predator XB1,2017-02-24,9.3,Christian Slot,Acer Predator XB1 ger enastående bildkvalitet med hög uppdateringsfrekvens,Skärm, Oklanderlig bildkvalitet, Dyr,
Canary All-In-One Security,2017-03-14,8.2,Anders Daugaard,Allt i ett med övervakning och luftkvalitetsmätning,Övervakningskamera, Hög videokvalitet dag som natt, Video kan ej sparas lokalt,
Netgear Orbi RBK50,2017-02-18,9.4,Henning Dadkhah Rasmussen,Orbi är ett lätt sätt att försäkra sig om bra trådlös täckning överallt hemma. Paketet består av två enheter som placeras på olika håll för att nätverket ska täcka in hela hemmet.,Router, Enkel installation, Dyr,
Sony Xperia X Compact,2017-04-07,9.1,Anders Daugaard,Som namnet antyder är Sony Xperia X Compact en liten mobiltelefon på en marknad som domineras av telefoner som närmar sig pekdatorerna i storlek,Telefon, Höga prestanda," Inte vattentät, bara vattenskyddad",
Sandberg Bluetooth Earbuds + Powerbank,2017-02-23,3.0,Mikkel Jacobsen,Sandbergs trådlösa hörlurar låter bra och sitter skönt. När de fungerar.,Hörlurar och headset, Sitter bra, Svåra att styra,
Dell Inspiron 15 7000,2017-03-08,9.3,Christian Slot,"Dells nya serie bärbara pc bjuder på höga prestanda i både processor och grafikkort, men skärmen haltar.",Dator, Kraftig processor och grafikkort, Medelmåttig skärm,
Asus MG248Q,2017-03-28,8.9,Mikkel Jacobsen,Hög bildkvalitet och snabba bilduppdateringar från Asus.,Skärm, Bra bild, För lätt stativ,
Sony SRS-ZR7,2017-02-17,7.7,Morten Skeldal Østergaard,Datorhögtalare för många tillfällen,Högtalare, Många anslutningar, Dyr,
Asus VivoMini UN65H,2017-03-12,7.1,Christian Slot,Minimalistisk och kompakt kontors-pc med låga prestanda till högt pris.,Dator," Kompakt, minimalistisk design", För lite ramminne,
Asus USB-AC68 Wifi-adapter,2017-03-29,8.8,Christian Slot,Om det går segt i det trådlösa nätverket kan ett bättre nätverkskort i datorn vara lösningen.,Nätverkstillbehör," Markant högre prestanda på 2,4 GHz", Aningen bred,
TP-Link LB130 Smartlampa,2017-03-12,7.2,Mathias Alsted Lund Flinck,Fjärrstyrd smartlampa som är lätt att installera och som styrs via den tillhörande mobilappen.,Nätverkstillbehör, Enkel installation, Enbart mobilstyrning,
Logitech MK850,2017-03-12,9.4,Mikkel Jacobsen,Trådlös mus och trådlöst tangentbord av hög kvalitet från Logitech.,Tangentbord, Precis mus, Tangentbordet kräver tillvänjning,
Acer BE270U,2017-03-09,8.5,Mathias Alsted Lund Flinck,En 27 tum stor kontorsskärm med detaljrik bild och otroligt fina färger. Passar även bra till film.,Skärm, Fina färger, Klumpig,
Arctic P533 Penta,2017-03-09,8.4,Mikkel Jacobsen,P533 Penta är ett bra headset till ett rimligt pris. Härligt ljud och en fin mikrofon som är enkel att justera.,Hörlurar och headset, Rimligt pris, Känsla av vakuum,
Sony Action Cam FDR-X3000,2017-03-13,9.0,Mikkel Jacobsen,Robust actionkamera för utomhusaktiviteter.,Kameror, Bildkvaliteten, Kräver viss träning,
Cujo,2017-03-23,9.0,Henrik Ræder Clausen,Gullig brandvägg till nätverket,Nätverkstillbehör, Bra skydd, Krånglig installation,
XYZ da Vinci Junior 2.0 Mix,2017-03-24,8.6,Christian Slot,XYZ da Vinci Junior 2.0 Mix levererar fina och färgglada 3d-utskrifter – när den väl är hopsatt.,Skrivare, Rimligt pris, Usel manual,
DVBLogic TVButler,2017-03-28,8.2,Henning Dadkhah Rasmussen,Tv-mottagare för programmet DVBLink som till exempel kan installeras i en NAS.,Diverse, Mycket bra program, Ganska dyr,
Motorola Moto Z Play,2017-03-17,7.3,Morten Skeldal Østergaard,Motorola Moto Z Play kan byggas ut med moduler.,Telefon, Utbyggbar med moduler, Långsam,
Doro 3500,2017-03-15,9.2,Morten Skeldal Østergaard,Ett praktiskt larm till mobiltelefonen.,Diverse, Extra säkerhet, Bara till Doro-telefoner,
Sound BlasterX Siege M04,2017-03-24,8.8,Christian Slot,Skön och exakt mus som är trevlig att jobba med,Mus, Behaglig att hålla i, Svårt att nå sidoknapparna,
ZTE Blade V8,2017-03-13,8.1,Markus Dahlberg,Stor och modern lågpristelefon från kinesiska ZTE med många spännande funktioner.,Telefon, Vettigt pris, Känns ålderstigen,ZTE Blade V8 lanseras i Sverige under april till ett riktpris på 2 995 kronor.
Lenovo ThinkCentre X1,2017-03-15,7.3,Morten Skeldal Østergaard,Lenovos eleganta allt i ett-dator lider av skruttiga tillbehör.,Dator, Elegant, Dåliga tillbehör,
Acer H277HK,2017-03-22,9.2,Mikkel Jacobsen,Elegant bildskärm med knivskarp bild.,Skärm, Knivskarp bild, Sparsam ergonomi,
Logitech G533 Wireless Gaming Headset,2017-04-20,8.4,Torben R. Simonsen,Spelheadset med surroundljud som passar till över 600 spel.,Hörlurar och headset, Stort urval av 3d-ljudprofiler till datorspel, Störande tangentljud,
Conrad Connect,2017-03-22,8.2,Henning Dadkhah Rasmussen,"Conrad Connect samlar alla komponenter i ditt smarta hem och gör det möjligt att bestämma hur de olika enheterna ska aktiveras, till exempel att lamporna ska tändas när du kommer hem.",Diverse, Lätt att använda, Vissa tillverkare saknas,
Sony SRS-ZR5,2017-03-22,9.0,Mikkel Jacobsen,En snygg högtalare med bra ljud och solid bas.,Högtalare, Bra ljud,,
Nvidia Shield TV,2017-03-28,9.4,Morten Skeldal Østergaard,Mediespelare och spelmaskin i samma enhet.,Mediespelare, Billig spelmaskin,,
Ashampoo Burning Studio 18,2017-03-27,9.5,Torben R. Simonsen,"Brännarprogram med många funktioner för musik, bilder och video.",Program appar spel, Omfångsrikt, Ganska dyrt,
Synology DS216+II,2017-04-21,8.9,Mathias Alsted Lund Flinck,"Synology bygger fantastiska nätverkshårddiskar och DS216+II är inget undantag. Den är lätt att komma i gång med, operativsystemet är oöverträffat och det finns massor med appar som tillför många funktioner.",Nätverkshårddisk (NAS), Snabb, Anslutningar,
Motorolo Moto g5,2017-04-18,9.5,Torben R. Simonsen,Billig mobiltelefon med en imponerande kamera på 13 megapixel och löstagbart batteri.,Telefon, Plats för minneskort, Ser billig ut,
Nanoleaf Aurora,2017-04-18,8.6,Emil Maischnack Jensen,Smart ljussystem med en stor svaghet,Diverse, Effektfullt, Lätt att hantera,
Cooler Master MasterCase Pro 6,2017-04-20,9.0,Mikkel Jacobsen,Stadig datorlåda med gott om plats.,Diverse, Gott om plats, Dyr,
Philips BDP3210B Blu-rayspelare,2017-04-19,9.2,Mikkel Jacobsen,"Bra, kompakt Blu-rayspelare som kan väggmonteras",Mediespelare, Kan monteras på vägg, Fjärrkontrollen kräver tillvänjning,
AVM FRITZ!Box 7560,2017-04-19,9.2,Henrik Ræder Clausen,Bra router som är lätt att använda,Router, Höga hastigheter, Krånglig installation med fiber,
Fnatic Clutch G1,2017-04-22,7.2,Markus Dahlberg,"Spelmus från e-sportorganisationen Fnatic som borde vara perfekt för spel, men så är det inte.",Mus, Hög precision, Alldeles för styv sladd,
